Ref.No,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
9449,80000,2,1,2,22,0,0,0,0,0,0,78028,79347,76022,58897,0
15886,10000,2,2,1,31,3,2,0,0,0,0,10243,9920,8894,8136,0
16298,30000,2,3,1,36,2,0,0,0,0,0,7109,7963,9152,10282,1
13520,70000,2,2,1,33,0,0,0,0,0,-1,43981,33439,24926,10681,0
16392,180000,2,2,1,34,0,-1,-1,-1,-1,-1,3359,4060,-200,2000,1
16202,400000,2,2,1,43,0,0,0,0,0,0,398711,407664,186081,189987,0
16632,30000,1,3,2,35,1,2,2,0,0,0,29147,30268,29505,29916,1
15482,150000,1,1,1,37,-2,-2,-2,-2,-2,-2,22109,10876,10268,5872,1
10807,80000,1,1,2,36,-2,-2,-2,-2,-2,-2,5012,1200,0,1159,0
3638,20000,1,2,1,34,0,0,0,0,0,0,17179,17815,9519,10469,1
5155,180000,2,1,1,47,-1,-1,-1,-1,-1,-1,8059,11622,16379,9795,0
20116,280000,2,1,1,37,-1,-1,-2,-1,-1,-1,8909,3173,13947,7676,0
18913,280000,2,1,2,28,-1,-1,-1,-1,-1,0,269,4160,3590,274,0
12073,120000,1,1,1,36,2,0,0,0,2,0,117492,104895,58743,60469,1
19858,340000,2,1,2,38,0,0,0,0,0,0,250475,244597,241509,275045,0
8976,180000,2,2,2,33,0,0,0,-1,-1,0,10083,11211,13669,316,0
13074,180000,2,1,2,28,-2,-2,-2,-2,-2,-1,168318,127111,74197,-19,0
15048,50000,1,3,1,44,0,0,0,0,0,0,15109,16117,17217,18005,0
10734,310000,2,1,1,32,0,0,0,0,0,0,66916,63746,58216,57112,0
15573,220000,1,2,1,55,-1,-1,-1,-1,-1,-1,757,757,3257,757,0
15841,360000,2,2,1,27,-2,-2,-2,-2,-2,-2,5146,15381,0,0,0
17134,20000,2,3,1,27,3,2,0,0,0,0,16004,15450,16892,17396,1
1291,20000,2,1,2,23,0,0,-2,-1,0,0,6733,0,0,19132,0
16768,100000,1,3,2,35,1,2,0,-1,-1,-1,23704,21774,21818,1261,1
13479,30000,1,2,3,43,2,2,2,2,2,2,14870,16327,16762,17182,1
6765,80000,2,1,1,29,-2,-2,-2,-2,-2,-2,4225,20000,11556,0,0
2920,200000,2,2,1,48,0,0,0,0,0,0,354304,303188,153179,156229,0
9105,290000,2,1,1,39,1,-1,-1,0,0,-1,1358,2586,11101,21101,0
4714,20000,1,1,2,25,0,0,2,2,2,2,11394,14367,13844,14614,0
21300,280000,1,2,1,53,0,0,0,0,0,-1,278127,42518,31900,21342,1
1232,680000,1,1,2,37,0,0,0,0,0,0,18314,16088,17806,15498,0
21149,140000,1,2,1,39,0,0,0,0,0,0,136032,139118,134651,135350,0
14828,100000,2,1,2,42,0,-1,-1,0,0,0,60380,58567,79527,18950,0
18564,160000,2,2,1,25,0,0,0,0,0,0,116744,94894,97589,78487,0
14639,30000,1,3,2,41,1,-2,-2,-2,-2,-2,0,0,0,0,0
18893,200000,2,2,2,28,1,2,2,2,2,2,171468,167214,180484,176111,1
5288,200000,2,2,3,57,0,0,0,0,0,0,79761,79515,80592,86216,0
23293,150000,2,2,2,30,0,0,0,2,2,2,61785,63150,68125,66432,0
19557,30000,2,2,1,29,2,2,2,0,0,2,15361,18274,17697,18416,1
13648,120000,2,1,2,30,-1,2,-1,-1,-1,-1,330,165,165,0,1
684,310000,2,2,2,28,0,0,0,0,0,0,106468,108955,112374,54762,0
22997,500000,2,1,1,39,-2,-2,-2,-2,-2,-2,4419,2584,4524,3518,0
23991,60000,1,2,2,26,0,0,0,0,0,0,59487,59199,59326,58938,0
16568,80000,1,2,2,29,1,2,0,0,2,0,71795,62067,60949,71829,0
20378,10000,1,2,2,21,2,0,0,0,0,0,8999,9042,10038,9784,1
12542,290000,1,1,1,38,2,2,0,0,0,0,324016,294976,297386,243558,1
10488,170000,2,1,1,33,0,0,0,0,0,0,170440,170060,115372,211577,1
720,80000,2,2,2,48,0,0,0,0,0,0,45174,41885,42832,23799,0
2184,150000,2,1,1,55,-1,-1,-1,-2,-2,-2,2070,7620,0,0,0
18444,100000,2,2,2,24,2,3,2,0,0,0,84098,83160,81265,83012,1
7343,20000,2,1,3,51,-1,-1,-1,-1,-1,-1,3680,0,543,780,0
7270,260000,2,1,1,42,0,-1,-1,0,-1,-1,8606,3856,12996,8788,0
20571,100000,1,1,2,26,0,0,0,-1,0,0,1847,3614,3252,42058,0
12443,500000,1,3,2,51,-1,-1,-1,-1,-1,-1,2362,575,360,964,0
1834,60000,1,3,2,24,0,0,0,0,2,0,58819,59810,56566,30627,0
13545,20000,1,1,2,28,1,-2,-2,-2,-1,0,0,0,0,0,0
14974,30000,1,3,1,55,2,2,7,7,7,7,2395,2395,2395,2395,1
14942,100000,2,2,1,39,2,2,0,0,0,0,78353,77726,79151,80249,1
12574,10000,2,3,1,49,-1,-1,-2,-1,2,2,32,-358,-748,1690,1
426,80000,2,2,1,32,-1,-1,-2,-2,-2,-2,11262,0,0,0,0
1920,20000,1,2,1,33,0,0,0,-2,-2,-2,2508,3448,-202,-202,0
13659,310000,2,3,2,36,-1,-1,-1,-1,-1,-1,6282,5835,912,1688,0
5033,20000,2,1,2,23,0,0,0,0,0,0,14605,14532,15700,16346,0
19464,290000,2,1,1,37,-1,-1,-1,-1,-1,-1,20565,8741,24250,97542,0
4122,140000,2,2,1,41,0,0,0,0,2,0,43616,44710,45661,50880,0
13811,40000,1,1,1,47,2,2,2,2,2,2,11084,12605,13102,12595,0
10386,450000,1,1,1,54,-1,-1,-1,-1,-2,-2,727,0,419,0,0
13646,230000,1,2,2,32,0,0,0,0,0,0,143345,134344,116691,116220,0
16217,50000,2,2,1,31,0,0,0,0,0,0,17019,7412,45137,41168,0
11609,80000,2,2,1,43,1,2,0,0,2,0,24621,23948,24751,26493,0
16077,100000,2,2,1,42,0,0,0,0,0,0,8166,8783,9417,10002,0
9638,20000,2,2,2,22,0,0,2,0,0,0,5473,7492,4988,11680,0
17935,150000,1,1,3,45,0,0,0,0,0,0,108434,111178,32220,33247,0
19818,20000,2,2,2,33,2,0,0,0,0,0,19946,18694,17228,16923,1
2113,50000,2,2,1,43,0,0,0,0,0,0,35268,34807,31071,30258,0
2816,50000,2,2,2,49,0,0,0,0,0,0,43342,44441,45390,46310,0
7490,200000,2,3,1,40,0,0,0,0,0,2,158809,150904,144302,137700,0
1258,180000,2,1,2,28,-1,-1,-1,-1,-1,0,950,4369,9673,2861,0
5695,210000,1,1,1,39,-2,-2,-2,-1,-1,-2,980,0,650,3446,1
270,50000,1,2,2,27,3,2,2,0,0,-1,13694,14880,14242,13968,1
5344,10000,1,3,2,31,0,0,2,0,0,0,10119,10188,9089,9271,0
15174,30000,2,1,2,23,0,0,2,0,0,2,12936,15904,15364,16798,0
14612,150000,1,2,2,28,0,0,0,0,0,0,95322,96903,94682,89207,0
13515,290000,2,1,1,45,-1,-1,-1,-1,-1,-1,664,0,632,0,0
23557,500000,2,2,2,39,0,0,0,0,0,-1,229332,161360,117606,18343,0
20593,50000,1,2,2,27,0,0,0,0,0,0,17831,18139,18777,19662,0
20799,10000,1,2,1,37,0,0,0,0,-1,-1,6930,6399,4634,5388,0
17667,210000,2,2,2,41,0,0,0,0,0,0,227271,211597,99865,77754,0
11931,10000,2,5,2,21,0,0,0,0,0,-2,7691,8107,8036,8099,0
19728,140000,2,2,2,30,0,0,0,0,0,0,97288,98068,98098,97055,1
1856,220000,2,2,1,54,-1,-1,-1,-1,-2,-2,8727,2553,147,0,0
23618,20000,2,2,1,42,0,0,2,2,2,2,15379,17802,19212,18608,1
6248,210000,2,1,2,30,1,-1,-1,-1,-1,-1,0,795,588,1488,0
8477,50000,1,2,2,31,0,0,0,0,-1,-1,48640,49483,40850,0,0
23028,210000,2,1,2,35,-2,-2,-2,-1,-1,-1,6518,14265,9718,11285,0
14195,340000,2,1,2,42,0,0,0,0,0,0,374245,357516,334316,307974,1
2936,20000,2,2,1,35,1,2,2,-2,-2,-2,22382,20650,-15000,-15000,1
14059,50000,1,2,1,46,0,0,0,0,0,0,48885,48793,34440,30889,0
12818,250000,1,2,1,44,-1,0,-1,0,0,-2,4602,18382,15450,1867,0
23420,150000,2,2,1,32,1,-1,0,0,0,0,-1474,137049,145900,146168,0
1797,280000,1,2,1,33,0,0,0,0,0,0,207982,196055,182099,185925,0
13056,230000,1,3,2,29,1,2,2,2,2,2,237332,236068,236702,236309,0
7905,90000,2,1,1,50,0,0,0,0,0,0,58979,64004,65298,65233,0
14278,20000,2,2,3,47,1,2,2,0,0,0,17624,18342,17750,18102,0
16051,150000,2,2,1,45,-1,-1,-1,-2,-2,-2,16611,18540,18204,16132,0
16253,200000,2,2,1,45,0,0,0,0,0,0,144249,144423,139978,126213,0
12399,400000,2,1,2,29,1,2,0,0,0,0,77970,70557,71867,72137,0
13299,200000,2,1,2,25,-1,-1,-2,-1,-1,-1,92400,0,0,92384,0
3959,50000,2,1,2,42,0,0,2,2,2,2,35539,38246,37332,39702,1
14156,20000,2,2,2,34,-1,-1,-1,-1,-1,-1,780,0,390,390,0
8295,140000,1,1,2,28,0,0,0,0,0,0,135648,138049,99274,100878,1
23125,230000,2,2,2,30,-1,-1,-1,2,-1,-1,3948,5899,4080,1935,1
3078,240000,1,2,1,48,0,-1,-1,-2,-1,-1,3972,783,0,0,1
7696,120000,2,1,2,27,-2,-2,-2,-2,-2,-2,13394,17356,6826,36830,0
17846,130000,1,2,2,22,0,0,0,0,0,0,120479,98341,132260,127335,0
3596,210000,1,3,2,66,0,0,0,0,0,0,209396,136809,139411,138991,0
23202,400000,2,2,1,34,-1,-1,-1,-1,0,0,41305,206028,21153,15631,0
63,50000,1,1,2,29,2,2,2,2,2,2,24987,24300,26591,25865,1
3496,100000,2,3,1,59,1,-1,0,-1,-1,-1,0,7240,7702,1550,0
23564,200000,2,5,1,39,-2,-2,-2,-2,-2,-2,500,0,0,0,0
19574,80000,2,2,2,46,0,0,0,2,0,0,79812,80717,80366,74782,0
19023,440000,2,2,2,35,-1,0,0,-1,-1,-1,3091,3853,4012,821,0
21446,290000,2,2,2,26,0,0,0,0,0,0,291861,254619,226755,155527,0
18115,130000,1,5,2,37,0,0,0,0,0,0,22335,23040,20487,21497,0
6424,180000,1,1,2,28,0,0,0,0,0,-1,9853,18399,29973,42347,0
16228,30000,2,3,1,43,1,2,0,0,0,0,32577,29268,26897,23352,0
6503,170000,2,3,2,29,-1,-1,-1,-2,-2,-2,14460,738,0,0,0
14221,70000,2,2,2,42,2,2,2,2,2,2,44689,45669,46621,45573,1
17338,430000,2,3,2,30,0,0,0,0,0,0,200364,147550,106901,81257,0
7370,50000,1,2,1,37,0,0,0,0,-2,-2,23607,24921,25775,0,0
3936,130000,2,1,1,32,2,2,2,2,2,2,114227,115922,117545,114168,0
10594,20000,1,1,2,31,0,0,0,2,2,2,12761,13481,15322,14779,0
11352,70000,1,3,2,53,0,0,0,0,0,0,14054,15078,15787,16100,0
2532,240000,1,3,1,35,1,-2,-2,-1,-1,-2,-2,-2,-2,968,1
16576,20000,1,2,2,24,0,0,0,0,0,0,15221,17847,18483,19079,0
12909,120000,1,3,2,37,2,2,2,2,2,2,117681,119513,120990,121795,1
18674,50000,2,2,2,22,0,0,0,0,0,0,28544,28681,23306,16282,0
15000,50000,1,2,2,28,0,0,0,0,0,0,39103,40142,41462,42130,0
13090,290000,1,2,2,28,0,0,0,0,0,0,240745,216678,205930,209010,0
13615,70000,2,3,3,39,0,0,-1,0,-1,0,34244,32193,10803,15133,0
6453,330000,1,1,1,46,-1,-1,-1,-1,0,0,7401,4567,6242,24353,0
837,80000,2,2,2,23,2,2,2,2,2,2,22895,23837,24253,24562,0
3910,220000,1,2,2,30,-1,-1,2,-1,2,2,776,1552,776,221876,1
8479,50000,2,1,2,24,-1,-1,-1,-1,-1,-1,1303,1303,748,1693,0
12544,80000,2,3,2,28,0,0,0,0,0,0,77450,78100,76204,66876,0
1459,90000,2,3,2,24,-1,-1,-1,-1,-1,-2,595,207,18189,557,1
18303,50000,2,3,2,27,2,0,0,-1,-1,-1,13979,11243,4396,3120,0
7785,20000,1,2,2,46,-1,-1,-1,0,0,-2,780,0,1170,780,1
7627,410000,1,1,1,42,0,0,0,0,0,0,27559,29866,32233,34450,0
2928,160000,1,1,2,34,-1,-1,-1,-1,-1,-1,390,390,390,520,1
4489,140000,1,1,2,32,0,0,0,2,0,0,50890,59395,73225,56999,0
11373,20000,2,4,2,22,0,0,0,0,0,0,17576,17632,18385,18657,0
10976,200000,2,2,2,24,0,0,0,0,0,0,21447,23429,26158,29486,0
11820,340000,2,3,1,40,0,0,0,0,0,0,183139,179156,170491,158370,0
160,50000,1,3,1,57,3,2,0,0,0,0,12854,12362,13447,13427,0
11520,10000,1,1,3,46,0,0,0,0,0,0,6772,7790,8799,8974,1
20043,360000,2,2,1,45,0,-1,-1,-1,-1,-1,20137,3332,3542,6487,0
6197,20000,2,1,2,30,1,2,2,-1,0,-1,11730,7221,0,3041,0
4013,360000,1,1,2,29,-2,-2,-2,-2,-2,-2,3206,2347,3770,3466,0
1447,210000,2,1,1,37,1,-1,-1,-1,-1,-1,0,732,873,148,1
9671,160000,1,1,2,27,1,-2,-2,-1,-1,-1,-1860,-2790,-4650,930,0
10235,50000,2,1,2,23,-1,-1,-1,0,-1,-1,1300,628,4050,3050,0
2096,150000,2,2,1,36,0,0,0,2,0,0,83853,87227,96253,93562,0
20075,240000,2,1,1,41,0,0,0,0,0,0,129776,126395,129371,132218,0
14791,20000,1,3,1,44,0,0,0,0,0,0,5855,6874,8037,8253,0
12534,30000,2,2,1,29,-1,-1,-1,-1,-1,-2,2405,390,2476,3055,0
23070,200000,2,2,1,45,-1,2,2,2,0,0,8934,5264,6769,2487,0
18263,420000,1,1,1,54,-2,-1,2,-1,0,0,1003,1632,629,13371,0
15394,390000,2,3,1,58,-2,-2,-2,-2,-2,-2,1186,15523,0,609,0
342,50000,1,2,2,36,0,0,0,0,-1,0,5916,6172,4123,680,0
11341,170000,2,2,2,56,-1,-1,-1,-1,-1,-1,4767,0,451,0,1
9346,300000,1,2,2,31,-1,-1,-1,-1,-1,-1,86267,78176,48163,13461,0
10111,240000,2,2,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0
14637,170000,1,1,2,43,-1,-1,-1,-1,-1,-1,1866,5750,200,41467,0
18195,450000,1,3,2,38,0,0,0,0,0,0,322402,301522,290124,281667,0
23772,80000,2,3,2,60,0,0,0,0,0,0,37298,19025,12720,14169,0
14694,100000,2,2,2,34,0,0,0,0,0,0,104660,104108,102066,99186,0
15116,50000,1,3,1,51,0,0,0,0,0,0,44147,45063,36421,18759,1
13027,80000,2,1,1,40,1,-1,-1,-1,-1,-2,0,1027,1273,174,0
1809,140000,1,2,2,35,0,0,0,0,0,0,101038,66734,64018,64656,0
19196,50000,2,1,2,27,-1,0,0,0,-1,-1,17626,16789,12946,20650,0
13738,300000,1,3,1,37,-1,-1,-1,-1,-1,-1,4926,2847,3351,1961,0
13207,260000,2,2,1,40,-1,-1,-1,-1,-1,-1,148,359,397,208,0
19989,50000,2,1,2,42,2,0,0,2,2,2,34218,35539,38246,37332,1
14027,280000,2,2,2,38,0,0,0,0,0,0,94451,96041,98301,74624,0
20746,30000,1,2,2,42,-1,-1,-1,-1,-1,-1,2782,2975,2230,1390,0
13063,50000,2,3,2,48,0,0,0,0,0,0,45163,25870,28027,28007,0
4327,150000,1,1,1,41,-1,-1,-1,-1,0,0,390,390,390,15080,0
23367,30000,2,2,1,37,-2,-2,-2,-2,-2,-2,108,709,11726,2628,0
2651,170000,1,1,1,40,-1,-1,-1,-1,-1,0,2000,2210,3000,2000,1
6532,160000,1,2,2,28,-1,2,-1,-1,-2,-1,3498,3260,678,0,0
2095,20000,1,1,2,23,2,2,0,0,0,0,15077,15534,16540,17267,0
12145,190000,1,2,1,32,1,2,2,2,2,0,13041,13936,13415,14590,0
12335,120000,2,1,2,27,-1,-1,-1,-1,-1,-1,390,390,390,390,0
11294,120000,2,1,2,33,2,0,0,0,0,0,18653,19844,20908,21560,1
7577,50000,1,2,2,30,0,0,0,0,0,0,32781,31702,26829,18948,1
22365,100000,2,2,1,31,0,0,0,0,0,0,75818,76887,78178,79858,0
17850,180000,1,1,2,27,-1,0,0,0,0,0,3210,13852,6482,3246,0
19013,150000,2,1,1,30,-1,-1,-1,-1,-1,0,4083,3534,6484,12287,0
22916,210000,2,2,1,34,0,0,0,0,0,0,205475,206616,212391,208931,0
15295,300000,2,1,1,43,-1,-1,-2,-1,-1,-1,21670,-5,-5,1578,0
10871,80000,1,2,1,37,2,2,2,2,2,2,58024,59300,59831,60554,1
22123,50000,2,2,2,29,0,0,0,0,0,0,26159,27222,27954,26702,0
21026,270000,1,1,2,36,-2,-2,-2,-2,-2,-2,11464,1879,6896,8583,0
23661,200000,2,2,2,33,-2,-2,-2,-2,-2,-2,1502,3806,0,4573,0
19967,370000,2,1,1,36,-2,-2,-2,-2,-2,-2,2788,25790,3007,4246,0
11732,20000,1,2,1,51,0,0,0,0,0,0,18321,18446,18285,18235,0
9049,140000,2,2,2,30,-1,-1,-2,-2,-2,-2,854,0,0,0,0
20123,240000,2,2,1,32,0,0,0,0,0,0,199789,203156,201267,182484,0
7567,50000,2,2,1,37,0,0,0,0,0,2,28522,29906,34057,34611,0
17236,40000,2,3,1,39,2,2,2,2,2,2,22241,23273,24204,24510,1
9280,50000,1,2,1,25,1,-1,0,0,0,0,-8,37230,10496,3614,1
5476,80000,2,3,1,40,0,0,0,0,0,0,29676,30707,31721,32350,0
8064,360000,1,3,2,41,2,-1,0,0,0,0,218,7022,9744,89215,0
23036,360000,2,2,1,42,-1,0,0,0,0,-1,64268,45659,18875,7742,0
3026,20000,1,2,1,45,-2,-2,-2,-2,-2,-2,0,0,0,0,0
11606,170000,2,2,1,34,-1,-1,-1,-1,-1,0,326,326,326,326,0
21796,110000,2,2,2,25,0,0,0,0,0,0,38152,39214,39981,41312,0
18956,50000,2,2,2,23,0,0,0,0,0,0,51002,50974,50021,49353,1
12845,200000,1,1,1,30,0,0,0,0,0,0,182338,123079,124075,99440,0
20492,150000,1,3,2,27,0,0,0,0,0,0,85993,81682,83467,86076,0
2150,230000,2,1,2,29,-1,-1,-1,-1,-1,-1,1960,11055,2269,9818,0
23880,360000,1,1,2,27,-2,-2,-2,-2,-2,-2,2807,894,5939,1390,0
20224,70000,2,2,2,52,1,2,0,0,2,0,38527,37608,39369,43627,0
22301,320000,2,1,2,30,-2,-2,-2,-2,-2,-2,1259,5152,4257,-3,0
8162,140000,1,1,2,29,-1,-1,2,0,0,-1,1712,2304,978,652,1
14450,280000,1,2,2,28,0,0,0,0,0,0,104451,105960,100542,103087,0
5252,330000,2,1,1,44,0,0,0,0,0,0,234447,202747,180566,182604,0
18931,210000,2,1,2,31,-1,-1,-1,-1,-1,-1,326,326,326,326,0
4941,30000,1,2,2,35,0,0,0,0,0,0,20180,21827,20723,19523,0
21326,200000,1,1,2,50,1,-1,0,-1,-1,-1,-6676,5953,2870,390,1
7337,50000,1,2,2,25,0,-1,-1,-1,-1,-1,1582,300,591,441,0
260,220000,1,1,1,48,2,0,0,0,0,0,210380,213522,201852,169115,1
22577,170000,2,2,2,34,-1,-1,-2,-2,-2,-2,2435,0,0,0,0
16897,200000,1,0,2,40,1,-2,-1,-1,-1,-2,0,0,200,1000,0
10978,90000,2,2,1,34,2,0,0,0,-1,0,49530,18717,3053,3537,1
11319,20000,2,2,2,22,-1,2,2,-1,-1,-1,496,496,-4,400,0
21570,140000,2,1,2,25,-1,-1,-1,-1,-1,-1,30077,2809,7541,10661,0
4430,260000,2,2,1,35,0,0,0,0,2,0,70098,70972,77604,82681,0
2869,150000,2,1,2,27,-1,-1,-2,-2,-2,-2,1345,0,0,0,0
12118,50000,2,2,1,49,0,0,2,0,0,0,48501,51105,39094,19476,0
2699,150000,2,3,2,47,0,0,0,2,0,0,103226,64671,64293,58024,0
12826,320000,1,1,1,58,-1,2,-1,0,0,-1,380,64,948,632,0
5276,80000,1,2,1,53,0,0,0,0,0,0,66484,59837,53367,48154,0
3,90000,2,2,2,34,0,0,0,0,0,0,29239,14027,13559,14331,0
22781,50000,2,3,1,44,0,0,0,0,0,0,47497,47122,46789,37465,0
17705,280000,2,2,1,41,0,0,0,0,0,0,9551,12848,15345,19211,0
2449,130000,2,2,1,29,0,0,0,0,0,0,18157,16520,15709,13209,0
14045,80000,2,1,1,45,1,2,0,0,2,0,74081,72329,74409,78180,1
14785,150000,1,1,2,28,1,-2,-2,-1,0,0,0,0,0,65696,0
5058,20000,1,2,2,43,0,0,0,0,0,0,19197,19997,20060,18780,0
12559,50000,2,5,1,29,0,0,0,0,0,0,85305,86152,56250,57603,0
1481,500000,1,2,1,40,0,0,0,-1,-1,0,94585,61111,24801,6288,0
6578,160000,2,1,1,41,0,0,0,0,0,0,120528,100050,102324,104697,0
13471,200000,1,1,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,1
16921,260000,1,2,1,62,-1,-1,-1,-1,-1,-1,390,390,390,390,0
17768,320000,2,3,2,53,0,0,0,0,0,0,188373,281060,261698,265703,0
11981,230000,2,3,2,30,-2,-2,-2,-1,2,0,122344,115723,44178,4221,1
8939,210000,2,1,2,29,0,0,0,0,0,0,3675,4460,5542,15378,0
16464,50000,2,2,2,53,2,2,2,0,0,2,3914,7419,7156,8492,1
3365,140000,1,2,1,28,-1,-1,-1,2,-1,-1,6007,7332,7983,3277,1
9526,150000,2,1,2,26,-1,-1,-1,0,-1,0,38052,0,18600,18400,0
19567,240000,2,2,1,47,-2,-1,-1,-2,-1,-1,27884,23222,0,0,0
8238,40000,1,1,2,26,0,0,0,0,2,2,6586,7618,8484,10333,0
20414,30000,1,2,2,26,0,0,0,0,0,0,29160,30640,23583,24195,0
12428,200000,2,2,2,35,-1,-1,-1,-1,-1,-1,11409,1222,3308,481,0
22610,70000,2,2,1,46,0,0,0,0,0,0,65906,67271,25323,25829,0
16573,100000,1,2,2,28,0,0,0,0,0,0,72610,72596,74331,75491,0
11429,210000,2,2,2,29,0,0,0,0,0,0,86598,88304,90648,93164,0
16278,280000,2,1,2,32,-1,0,0,0,0,0,215052,191094,195204,199091,0
691,150000,1,2,2,35,0,0,0,-1,-1,-1,60015,72227,51364,54340,0
21442,120000,2,3,1,51,0,0,0,2,2,2,26496,28586,33828,34236,0
4147,80000,2,2,2,26,0,0,0,0,0,0,47788,45221,46830,48429,0
20014,350000,2,1,1,42,-1,2,-1,-1,-1,-1,3931,2570,27036,1559,0
3578,50000,1,3,2,42,-1,-1,2,2,2,-1,550,1974,1250,1400,1
7966,130000,1,2,1,27,0,0,-1,0,0,0,53119,48994,17285,12448,1
20966,250000,1,1,2,33,0,0,0,0,0,0,76412,80024,83952,87147,0
17733,50000,2,3,2,60,2,2,2,0,0,0,46554,50774,49551,22673,1
13081,180000,2,1,2,33,0,0,0,0,0,0,18205,22876,26930,29530,0
19682,110000,2,2,1,39,0,0,0,0,0,0,102801,104907,108107,96213,0
20157,150000,2,2,1,40,0,0,0,0,0,0,87105,82772,75928,66245,0
2529,90000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0
8418,230000,1,2,2,39,0,0,0,0,0,0,35289,27678,13800,10238,0
11962,500000,1,1,1,42,-1,-1,-1,-1,-1,-1,29365,94120,36511,18323,0
3815,360000,2,1,1,32,-1,-1,-2,-1,0,0,249,0,0,685,0
23366,280000,2,3,2,48,0,0,0,0,0,0,166473,167864,140466,142417,0
18301,30000,2,3,1,47,0,0,0,0,0,0,15979,17705,19107,20281,0
5043,50000,2,3,2,58,0,0,0,0,0,0,24885,26250,26955,27647,0
8400,170000,1,1,1,38,-2,-2,-2,-2,-2,-2,0,0,0,1012,0
3469,100000,2,3,1,53,1,-2,-2,-2,-2,-2,0,0,0,0,0
20506,50000,1,2,2,28,0,0,0,0,0,0,45622,47061,48264,27806,1
17116,210000,2,1,2,26,0,-1,-1,-1,-1,-1,10401,18480,330,330,0
20652,30000,1,2,1,22,1,2,5,4,3,2,25147,28747,28029,27120,1
347,100000,2,2,2,26,-1,-1,-1,0,0,0,1370,4192,4159,3542,0
21743,20000,2,2,1,24,0,0,2,0,0,2,16505,18817,18227,19632,1
249,330000,1,1,2,25,0,0,0,0,2,0,46140,45781,48139,51137,0
17337,300000,2,2,1,36,-1,0,0,0,0,0,6447,14383,15576,16524,0
4333,300000,2,3,1,39,0,0,2,2,2,2,37672,40743,41226,40263,0
9487,350000,1,1,2,32,-1,-1,0,0,-1,-1,15179,4981,19194,4389,0
956,160000,1,1,1,41,0,-1,0,0,2,2,117126,11222,15513,18087,0
16827,20000,1,2,1,40,0,0,0,2,0,0,12129,12919,14810,15267,1
21917,230000,2,2,2,23,3,2,2,-1,-1,-2,1090,490,0,878,1
17218,20000,2,2,2,22,0,0,0,0,0,0,15513,17908,18652,19156,0
6999,220000,1,1,1,41,-1,-1,0,-1,-1,-1,30262,37068,14271,9884,0
5364,500000,2,2,1,52,-1,-1,-1,-1,-1,-1,7593,8660,0,30498,0
17211,200000,2,1,2,25,-1,-1,-1,-1,-1,-1,8926,700,610,5130,0
13113,200000,1,3,1,65,0,0,0,0,0,0,183653,167157,144218,137975,0
7584,140000,2,2,1,39,0,0,0,0,0,0,133641,136663,137110,139761,0
14708,30000,1,1,2,30,1,2,2,2,0,0,21996,21356,23496,22820,1
18041,50000,1,3,1,47,-1,0,-1,-1,0,0,2840,2522,5500,21709,0
3671,360000,2,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0
2791,50000,2,2,1,50,0,0,0,-1,-1,-1,48119,48318,21750,4387,1
21409,60000,2,3,1,34,0,0,0,0,0,0,53748,41668,29306,27800,0
23092,710000,2,4,2,32,0,0,0,0,0,0,377249,382116,391305,195642,0
13040,210000,2,1,2,31,0,0,0,0,0,0,182501,187796,190227,127436,0
21072,340000,1,1,2,35,0,-1,-1,-1,0,-1,62896,16480,27050,29103,0
16996,30000,2,3,2,23,4,4,3,2,0,0,15947,15410,14881,14124,0
23228,50000,2,3,1,31,0,0,0,0,0,-2,44115,44619,38604,33570,0
9952,280000,2,2,2,24,-1,-1,-1,-1,-1,-2,1481,11884,-27,5443,1
15254,180000,2,1,2,37,0,0,0,0,0,0,34607,43623,46667,31931,0
15810,140000,2,2,1,28,0,0,0,0,0,0,62204,65280,56504,53528,0
5940,80000,2,3,2,32,1,-1,-1,-1,0,0,-137,41873,11047,9258,0
4586,150000,2,1,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0
9252,30000,1,2,1,39,1,2,0,0,0,0,30559,26457,27469,28013,0
3855,110000,2,2,2,32,-1,-1,-1,0,-1,-1,2015,1403,2684,1149,0
2620,150000,2,2,1,42,1,-2,-2,-1,-1,-1,0,0,0,11068,1
6641,130000,1,1,2,30,0,0,0,0,0,0,130705,132472,129576,129829,1
5336,50000,2,1,1,38,0,0,-1,-1,-1,-1,19926,21658,3445,99,1
5818,140000,2,1,2,25,3,2,0,0,0,0,21593,14021,10084,89223,1
11833,180000,2,2,2,32,0,0,0,0,0,0,54797,56909,57466,58609,0
7483,70000,2,3,2,26,0,0,0,0,0,0,28995,30131,31610,37209,0
548,160000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0
16312,110000,2,3,1,40,0,0,0,0,0,0,41629,42626,45666,84725,0
13034,180000,2,2,2,25,-1,-1,-1,-1,-1,-1,3231,12513,-628,4940,0
17590,200000,2,1,1,45,-1,-1,-1,-1,-2,-2,632,337,670,0,0
16634,50000,1,2,2,25,2,2,2,0,0,0,19775,21679,18566,19918,1
